Address;RegName;Clk;Rst;Port;NonReg;Public;Signal;BitPos;Default;SW(R/W);HW(W);MCU(W);MISC;Description;Enum_Name;Enum_Value;Min_Value;Max_Value;RegName_Chg_0;RepeatName;RepeatNum;GroupName;CSV_Version
;;;;;;;;[31:10];22'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_start_hold_time;[9:0];10'b1000;读/写;;;;配置 START 命令产生时 SDA 下降沿 和 SCL 下降沿的间隔时间，以 I2C 模块时钟周期数为单位。;;;;;I2C_SCL_START_HOLD_TIME;;;;
0x0044;I2C_SCL_RSTART_SETUP_REG;pclk;reset_n;;;;;;;;;;;配置 SCL 上升沿和 SDA 下降沿之间的延迟;;;;;;;;时序寄存器;
;;;;;;;;[31:10];22'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_rstart_setup_time;[9:0];10'b1000;读/写;;;;配置 RESTART 命令产生时 SCL 上升沿和 SDA 下降沿的间隔时间，以 I2C 模块的时钟周期数为单位。;;;;;I2C_SCL_RSTART_SETUP_TIME;;;;
0x0048;I2C_SCL_STOP_HOLD_REG;pclk;reset_n;;;;;;;;;;;配置 STOP 命令生成时 SCL 边沿的延迟;;;;;;;;时序寄存器;
;;;;;;;;[31:14];18'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_stop_hold_time;[13:0];14'h0;读/写;;;;配置 STOP 命令后的延迟，以 I2C 模块时钟周期数为单位。;;;;;I2C_SCL_STOP_HOLD_TIME;;;;
0x004C;I2C_SCL_STOP_SETUP_REG;pclk;reset_n;;;;;;;;;;;配置 STOP 命令生成时 SDA 和 SCL 上升沿之间的间隔时间;;;;;;;;时序寄存器;
;;;;;;;;[31:10];22'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_stop_setup_time;[9:0];10'h0;读/写;;;;配置 SCL 上升沿和 SDA 上升沿的间隔时间，以 I2C 模块时钟周期数为单位。;;;;;I2C_SCL_STOP_SETUP_TIME;;;;
0x0050;I2C_SCL_FILTER_CFG_REG;pclk;reset_n;;;;;;;;;;;SCL 滤波配置寄存器;;;;;;;;滤波寄存器;
;;;;;;;;[31:5];27'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_filter_en;[4];1'h1;读/写;;;;SCL 的滤波使能位。;;;;;I2C_SCL_FILTER_EN;;;;
;;;;;;;reg_scl_filter_thres;[3:0];4'h0;读/写;;;;"SCL 输入信号的脉冲宽度小于该寄存器

的值时，I2C 控制器忽略此脉冲。该寄存器的值以 I2C 模块时钟周期数为单位。 ";;;;;I2C_SCL_FILTER_THRES;;;
0x0054;I2C_SDA_FILTER_CFG_REG;pclk;reset_n;;;;;;;;;;;SDA 滤波配置寄存器;;;;;;;;滤波寄存器;
;;;;;;;;[31:5];27'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_sda_filter_en;[4];1'h1;读/写;;;;SDA 的滤波使能位。;;;;;I2C_SDA_FILTER_EN;;;;
;;;;;;;reg_sda_filter_thres;[3:0];4'h0;读/写;;;;"SDA 输入信号的脉冲宽度小于该寄存器

的值时，I2C 控制器忽略此脉冲。该寄存器的值以 I2C 模块时钟周期数为单位。 ";;;;;I2C_SDA_FILTER_THRES;;;
0x0058;I2C_COMD0_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 0;;;;;;;;命令寄存器;
;;;;;;;reg_command0_done;[31];1'h0;读/写;cmd0_done/1'h1;;;"在 I2C 主机模式下完成命令 0 时，该位翻转为高

电平。 ";;;;;I2C_COMMAND0_DONE;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command0;[13:0];14'h0;读/写;;;;"命令 0 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND0;;;
0x005C;I2C_COMD1_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 1;;;;;;;;命令寄存器;
;;;;;;;reg_command1_done;[31];1'h0;读/写;cmd1_done/1'h1;;;"在 I2C 主机模式下完成命令 1 时，该位翻转为高

电平。 ";;;;;I2C_COMMAND1_DONE;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command1;[13:0];14'h0;读/写;;;;"命令 1 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND1;;;
0x0060;I2C_COMD2_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 2;;;;;;;;命令寄存器;
;;;;;;;reg_command2_done;[31];1'h0;读/写;cmd2_done/1'h1;;;"在 I2C 主机模式下完成命令 2 时，该位翻转为高

电平。";;;;;I2C_COMMAND2_DONE;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command2;[13:0];14'h0;读/写;;;;"命令 2 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND2;;;
0x0064;I2C_COMD3_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 3;;;;;;;;命令寄存器;
;;;;;;;reg_command3_done;[31];1'h0;读/写;cmd3_done/1'h1;;;"在 I2C 主机模式下完成命令 3 时，该位翻转为高

电平。 ";;;;;I2C_COMMAND3_DONE;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command3;[13:0];14'h0;读/写;;;;"命令 3 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND3;;;
0x0068;I2C_COMD4_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 4;;;;;;;;命令寄存器;
;;;;;;;reg_command4_done;[31];1'h0;读/写;cmd4_done/1'h1;;;"在 I2C 主机模式下完成命令 4 时，该位翻转为高

电平。 ";;;;;I2C_COMMAND4_DONE;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command4;[13:0];14'h0;读/写;;;;"命令 4 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND4;;;
0x006C;I2C_COMD5_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 5;;;;;;;;命令寄存器;
;;;;;;;reg_command5_done;[31];1'h0;读/写;cmd5_done/1'h1;;;在 I2C 主机模式下完成命令 5 时，该位翻转为高电平。;;;;;I2C_COMMAND5_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command5;[13:0];14'h0;读/写;;;;"命令 5 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND5;;;
0x0070;I2C_COMD6_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 6;;;;;;;;命令寄存器;
;;;;;;;reg_command6_done;[31];1'h0;读/写;cmd6_done/1'h1;;;在 I2C 主机模式下完成命令 6 时，该位翻转为高电平。;;;;;I2C_COMMAND6_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command6;[13:0];14'h0;读/写;;;;"命令 6 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND6;;;
0x0074;I2C_COMD7_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 7;;;;;;;;命令寄存器;
;;;;;;;reg_command7_done;[31];1'h0;读/写;cmd7_done/1'h1;;;在 I2C 主机模式下完成命令 7 时，该位翻转为高电平。;;;;;I2C_COMMAND7_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command7;[13:0];14'h0;读/写;;;;"命令 7 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND7;;;
0x0078;I2C_COMD8_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 8;;;;;;;;命令寄存器;
;;;;;;;reg_command8_done;[31];1'h0;读/写;cmd8_done/1'h1;;;在 I2C 主机模式下完成命令 8 时，该位翻转为高电平。;;;;;I2C_COMMAND8_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command8;[13:0];14'h0;读/写;;;;"命令 8 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND8;;;
0x007C;I2C_COMD9_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 9;;;;;;;;命令寄存器;
;;;;;;;reg_command9_done;[31];1'h0;读/写;cmd9_done/1'h1;;;在 I2C 主机模式下完成命令 9 时，该位翻转为高电平。;;;;;I2C_COMMAND9_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command9;[13:0];14'h0;读/写;;;;"命令 9 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND9;;;
0x0080;I2C_COMD10_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 10;;;;;;;;命令寄存器;
;;;;;;;reg_command10_done;[31];1'h0;读/写;cmd10_done/1'h1;;;在 I2C 主机模式下完成命令 10 时，该位翻转为高电平。;;;;;I2C_COMMAND10_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command10;[13:0];14'h0;读/写;;;;"命令 10 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND10;;;
0x0084;I2C_COMD11_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 11;;;;;;;;命令寄存器;
;;;;;;;reg_command11_done;[31];1'h0;读/写;cmd11_done/1'h1;;;在 I2C 主机模式下完成命令 11 时，该位翻转为高电平。;;;;;I2C_COMMAND11_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command11;[13:0];14'h0;读/写;;;;"命令 11 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND11;;;
0x0088;I2C_COMD12_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 12;;;;;;;;命令寄存器;
;;;;;;;reg_command12_done;[31];1'h0;读/写;cmd12_done/1'h1;;;在 I2C 主机模式下完成命令 12 时，该位翻转为高电平。;;;;;I2C_COMMAND12_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command12;[13:0];14'h0;读/写;;;;"命令 12 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND12;;;
0x008C;I2C_COMD13_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 13;;;;;;;;命令寄存器;
;;;;;;;reg_command13_done;[31];1'h0;读/写;cmd13_done/1'h1;;;在 I2C 主机模式下完成命令 13 时，该位翻转为高电平。;;;;;I2C_COMMAND13_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command13;[13:0];14'h0;读/写;;;;"命令 13 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND13;;;
0x0090;I2C_COMD14_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 14;;;;;;;;命令寄存器;
;;;;;;;reg_command14_done;[31];1'h0;读/写;cmd14_done/1'h1;;;在 I2C 主机模式下完成命令 14 时，该位翻转为高电平。;;;;;I2C_COMMAND14_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command14;[13:0];14'h0;读/写;;;;"命令 14 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND14;;;
0x0094;I2C_COMD15_REG;pclk;reset_n;;;;;;;;;;;I2C 命令寄存器 15;;;;;;;;命令寄存器;
;;;;;;;reg_command15_done;[31];1'h0;读/写;cmd15_done/1'h1;;;在 I2C 主机模式下完成命令 15 时，该位翻转为高电平。;;;;;I2C_COMMAND15_DONE;;;;
;;;;;;;;[30:14];17'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_command15;[13:0];14'h0;读/写;;;;"命令 15 的内容。 该命令包括三个部分：

op_code 为命令，0：START；1：WRITE；2：READ；3：STOP；4：END。

byte_num 表示需发送或接收的字节数。

ack_check_en、ack_exp 和 ack 用于控制 ACK 位。 参阅 I2C cmd 结构获取更多

信息。";;;;;I2C_COMMAND15;;;
0x0098;I2C_SCL_ST_TIME_OUT_REG;pclk;reset_n;;;;;;;;;;;SCL 状态超时寄存器;;;;;;;;时序寄存器;
;;;;;;;;[31:24];8'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_st_to;[23:0];24'h100;读/写;;;;SCL_FSM 状态不变的阈值。;;;;;I2C_SCL_ST_TO;;;;
0x009c;I2C_SCL_MAIN_ST_TIME_OUT_REG;pclk;reset_n;;;;;;;;;;;SCL 主要状态超时寄存器;;;;;;;;时序寄存器;
;;;;;;;;[31:24];8'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_scl_main_st_to;[23:0];24'h100;读/写;;;;SCL_MAIN_FSM 状态不变的阈值。;;;;;I2C_SCL_MAIN_ST_TO;;;;
0x00a0;I2C_SCL_SP_CONF_REG;pclk;reset_n;;;;;;;;;;;电源配置寄存器;;;;;;;;配置寄存器;
;;;;;;;;[31:8];24'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_sda_pd_en;[7];1'h0;读/写;;;;降低 I2C SDA 输出功耗的使能位。 1： 不工作，降低功耗。 0： 正常工作。 将 I2C_SDA_FORCE_OUT 和 I2C_SDA_PD_EN 置 1 延长 SDA 的低电平时间。;;;;;I2C_SDA_PD_EN;;;;
;;;;;;;reg_scl_pd_en;[6];1'h0;读/写;;;;降低 I2C SCL 输出功耗的使能位。 1： 不工作，降低功耗。 0： 正常工作。 将 I2C_SCL_FORCE_OUT 和 I2C_SCL_PD_EN 置 1 延长 SCL 的低电平时间。;;;;;I2C_SCL_PD_EN;;;;
;;;;;;;reg_scl_rst_slv_num;[5:1];5'h0;读/写;;;;配置主机模式下生成的 SCL 脉冲。I2C_SCL_RST_SLV_EN 为 1 时有效。;;;;;I2C_SCL_RST_SLV_NUM;;;;
;;;;;;;reg_scl_rst_slv_en;[0];1'h0;读/写;scl_rst_slv_clr/1'h0;;;I2C 主机处于空闲状态时，置位此位发送 SCL 脉冲。 脉冲数量为 I2C_SCL_RST_SLV_NUM[4:0]。;;;;;I2C_SCL_RST_SLV_EN;;;;
0x00a4;I2C_SCL_STRETCH_CONF_REG;pclk;reset_n;;;;;;;;;;;配置 I2C 从机 SCL 延展传输;;;;;;;;配置寄存器;
;;;;;;;;[31:12];20'h0;只读;;;;保留;;;;;;;;;
;;;;;;;reg_slave_scl_stretch_clr;[11];1'h0;只写;;;;置位此位，清除 I2C 从机的 SCL 延展传输功能。;;;;;I2C_SLAVE_SCL_STRETCH_CLR;;;;
;;;;;;;reg_slave_scl_stretch_en;[10];1'h0;读/写;;;;从机 SCL 延展传输功能的使能位。 1： 使能。 0： 关闭。I2C_SLAVE_SCL_STRETCH_EN 为 1 时延展时钟，延长 SCL 输出线的低电平时间。 延展传输的原因可见 I2C_STRETCH_CAUSE。;;;;;I2C_SLAVE_SCL_STRETCH_EN;;;;
;;;;;;;reg_stretch_protect_num;[9:0];10'h0;读/写;;;;配置 I2C 从机延长 SCL 低电平时间，以时钟周期为单位。;;;;;I2C_STRETCH_PROTECT_NUM;;;;
0x00F8;I2C_DATE_REG;pclk;reset_n;;;;;;;;;;;版本控制寄存器;;;;;;;;版本寄存器;
;;;;Not;;;reg_date;[31:0];32'h19052000;读/写;;;;版本控制寄存器。;;;;;I2C_DATE;;;;
